Date,PortfolioValue,AAPL,TSLA,MSTR,GME,AMZN,MSFT,NVDA,META,UNH,V,JPM,IBKR,RBLX,DKNG,CELH,SOFI,HOOD,ABNB,PEP,COST,AMD,GOOG,MRK,CSCO,WMT,BA,C,DIS,CRM,AMGN,LOW,GS,WBA,PYPL,ADBE,NKE,ORCL,TXN,PFE,INTC,BKNG,GE,UPS,T,VRTX,MDT,CVX,ABBV,MCD,BLK,FDX,CAT,ZM,TEAM,DDOG,SHOP,LYFT,UBER,TWLO,DOCU,RIVN,F,GM,XOM,OXY,PSX,APA,WBD,SBUX,BK,MS,ETSY,PANW,ZS,ANET,LULU,DE,SPOT,CHTR,MAR,HON,NOW,ADP,TMO,AVGO,KLAC,MPC,DFS,MTCH,EBAY,ALGN,CRWD,DD,GLW,VRSK,ILMN,REGN,SWKS,FTNT,ROST,BBY,AES,DRI,ULTA,IDXX,APPF,INSM,FND,RUN,BL,FOUR,ESTC,NEOG,RGEN,VRT,MGNI,LMND,WOLF,XLF,XLK,XLY,XLE,XLV,XLI,XLB,XLU,XME,XOP,XRT,SPY,QQQ,IVV,VTI,IWM,DIA
2019-07-22,1129690.4643497467,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.32%,0.65%,0.00%,0.00%,0.00%,0.00%,10.27%,0.00%,0.00%,1.83%,0.00%,0.00%,0.00%,2.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.22%,0.00%,4.81%,5.34%,0.00%,15.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.32%,0.00%,0.00%,1.46%,2.52%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.80%,2.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.92%,0.00%,0.00%,0.00%,0.00%,2.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-23,1127495.639377594,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.62%,0.66%,0.00%,0.00%,0.00%,0.00%,9.63%,0.00%,0.00%,1.96%,0.00%,0.00%,0.00%,2.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.00%,5.39%,5.64%,0.00%,15.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.07%,0.00%,0.00%,1.59%,1.60%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.88%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.10%,0.00%,0.00%,0.00%,0.00%,2.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-24,1127710.3062438965,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.00%,0.00%,1.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.13%,0.92%,0.00%,0.00%,0.00%,0.00%,9.07%,0.00%,0.00%,1.97%,0.00%,0.00%,0.00%,2.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,0.00%,0.69%,0.00%,5.68%,5.75%,0.00%,15.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,0.00%,0.00%,1.53%,1.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.83%,2.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.24%,0.00%,0.00%,0.00%,0.00%,2.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-25,1124895.2161340714,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.34%,1.02%,0.00%,0.00%,0.00%,0.00%,9.30%,0.00%,0.00%,2.42%,0.00%,0.00%,0.00%,2.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,1.79%,0.00%,5.70%,5.44%,0.00%,14.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.81%,0.00%,0.00%,1.26%,2.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,2.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.22%,0.00%,0.00%,0.00%,0.00%,2.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-26,1131636.2273025513,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.07%,1.18%,0.00%,0.00%,0.00%,0.00%,9.57%,0.00%,0.00%,2.63%,0.00%,0.00%,0.00%,2.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,1.52%,0.00%,6.06%,5.96%,0.00%,15.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.65%,0.00%,0.00%,1.30%,0.71%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.03%,0.00%,0.00%,0.00%,0.00%,1.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-29,1130030.925209999,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.46%,0.43%,0.00%,0.00%,0.00%,0.00%,9.07%,0.00%,0.00%,3.38%,0.00%,0.00%,0.00%,2.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,0.00%,1.83%,0.00%,6.53%,6.46%,0.00%,15.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,0.00%,0.00%,1.08%,0.27%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,2.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,0.00%,0.00%,0.00%,0.00%,2.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-30,1123636.796508789,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.36%,1.29%,0.00%,0.00%,0.00%,0.00%,9.79%,0.00%,0.00%,3.33%,0.00%,0.00%,0.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,0.00%,1.91%,0.00%,7.25%,6.25%,0.00%,15.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.74%,0.00%,0.00%,1.10%,0.14%,0.00%,0.00%,0.00%,0.55%,0.00%,0.00%,1.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,1.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.82%,0.00%,0.00%,0.00%,0.00%,1.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-07-31,1112344.6957998276,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,0.00%,0.00%,2.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,1.32%,0.00%,0.00%,0.00%,0.00%,9.43%,0.00%,0.00%,2.87%,0.00%,0.00%,0.00%,1.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,3.66%,0.00%,6.66%,5.98%,0.00%,15.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.66%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,1.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.75%,2.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.01%,0.00%,0.00%,0.00%,0.00%,1.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-01,1106975.385257721,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.66%,0.00%,0.00%,0.00%,0.00%,9.28%,0.00%,0.00%,2.63%,0.00%,0.00%,0.00%,1.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.72%,0.00%,6.42%,5.26%,0.00%,16.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.69%,0.00%,0.00%,0.65%,0.00%,0.00%,0.00%,0.00%,1.31%,0.00%,0.00%,1.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,2.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.44%,0.00%,0.00%,0.00%,0.00%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-02,1107876.9839439392,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,9.75%,0.00%,0.00%,2.38%,0.00%,0.00%,0.00%,1.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,3.67%,0.00%,6.62%,4.67%,0.00%,17.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.65%,0.00%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%,0.94%,0.00%,0.00%,0.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.46%,2.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,1.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-05,1085125.9931907654,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.89%,0.00%,0.00%,0.00%,0.00%,6.53%,0.00%,0.00%,1.89%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.88%,0.00%,6.44%,6.15%,0.00%,19.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.00%,0.00%,0.00%,0.00%,1.85%,1.41%,0.00%,0.00%,0.00%,1.19%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.65%,0.00%,0.00%,0.00%,0.00%,0.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-06,1096355.6216754913,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.98%,0.00%,0.00%,0.00%,0.00%,5.98%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.18%,0.00%,6.28%,6.25%,0.00%,19.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.57%,0.00%,0.00%,0.00%,0.00%,1.52%,0.94%,0.00%,0.00%,0.00%,1.32%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.47%,0.00%,0.00%,0.00%,0.00%,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-07,1098351.3426437378,0.00%,0.00%,0.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.52%,0.00%,0.00%,0.00%,0.00%,5.78%,0.00%,0.00%,1.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.05%,0.00%,5.91%,6.15%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.00%,0.02%,0.00%,0.00%,1.59%,0.95%,0.00%,0.00%,0.00%,1.15%,0.00%,0.00%,1.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,1.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-08,1107244.5785150528,0.00%,0.00%,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.07%,0.00%,0.00%,0.00%,0.00%,4.80%,0.00%,0.00%,0.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.24%,0.00%,5.96%,5.23%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.35%,0.00%,0.00%,0.00%,0.00%,1.85%,1.04%,0.00%,0.00%,0.00%,1.15%,0.00%,0.00%,0.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%,0.00%,0.00%,0.00%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-09,1107630.7986450195,0.00%,0.00%,0.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.42%,0.00%,0.00%,0.00%,0.00%,5.04%,0.00%,0.00%,0.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.11%,0.00%,5.76%,5.41%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.09%,0.00%,0.00%,1.75%,0.92%,0.00%,0.00%,0.00%,1.12%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.37%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-12,1097763.9197416306,0.00%,0.00%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.14%,0.00%,0.00%,0.00%,0.00%,3.19%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.07%,0.00%,6.24%,5.59%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.95%,0.60%,0.00%,0.00%,0.00%,1.72%,0.00%,0.00%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-13,1108589.0988616943,0.00%,0.00%,0.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,6.01%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,1.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.05%,0.00%,5.97%,5.93%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.31%,0.88%,0.00%,0.00%,0.00%,1.97%,0.00%,0.00%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,1.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-14,1089665.633096695,0.00%,0.00%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.26%,3.85%,0.00%,0.00%,0.00%,0.00%,5.31%,0.00%,0.00%,1.13%,0.00%,0.00%,0.00%,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.62%,0.00%,6.41%,3.86%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.55%,0.50%,0.00%,0.00%,0.00%,2.95%,0.00%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-08-15,1098142.853466034,0.00%,0.00%,1.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.57%,4.01%,0.00%,0.00%,0.00%,0.00%,3.21%,0.00%,0.00%,1.06%,0.00%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,5.88%,0.00%,6.30%,4.02%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%,0.40%,0.00%,0.00%,0.00%,2.85%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,1.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
