Date,PortfolioValue,AAPL,TSLA,MSTR,GME,AMZN,MSFT,NVDA,META,UNH,V,JPM,IBKR,RBLX,DKNG,CELH,SOFI,HOOD,ABNB,PEP,COST,AMD,GOOG,MRK,CSCO,WMT,BA,C,DIS,CRM,AMGN,LOW,GS,WBA,PYPL,ADBE,NKE,ORCL,TXN,PFE,INTC,BKNG,GE,UPS,T,VRTX,MDT,CVX,ABBV,MCD,BLK,FDX,CAT,ZM,TEAM,DDOG,SHOP,LYFT,UBER,TWLO,DOCU,RIVN,F,GM,XOM,OXY,PSX,APA,WBD,SBUX,BK,MS,ETSY,PANW,ZS,ANET,LULU,DE,SPOT,CHTR,MAR,HON,NOW,ADP,TMO,AVGO,KLAC,MPC,DFS,MTCH,EBAY,ALGN,CRWD,DD,GLW,VRSK,ILMN,REGN,SWKS,FTNT,ROST,BBY,AES,DRI,ULTA,IDXX,APPF,INSM,FND,RUN,BL,FOUR,ESTC,NEOG,RGEN,VRT,MGNI,LMND,WOLF,XLF,XLK,XLY,XLE,XLV,XLI,XLB,XLU,XME,XOP,XRT,SPY,QQQ,IVV,VTI,IWM,DIA
2024-03-13,6585356.973022461,0.00%,0.00%,4.78%,0.00%,0.00%,2.72%,0.00%,0.00%,5.37%,0.00%,2.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.83%,4.12%,0.00%,0.00%,0.00%,10.48%,0.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.95%,6.96%,1.19%,0.00%,20.00%,0.85%,0.00%,0.00%,0.00%,0.00%,0.00%,1.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.76%,0.00%,0.00%,4.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.66%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-14,6541956.064186096,0.00%,0.00%,4.29%,0.00%,0.00%,5.00%,0.00%,0.00%,5.27%,0.00%,2.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.57%,2.98%,0.00%,0.58%,0.00%,10.89%,0.81%,0.00%,0.31%,0.00%,0.00%,0.00%,0.00%,1.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.61%,6.34%,0.75%,0.00%,20.00%,1.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,6.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,0.00%,3.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.97%,1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-15,6524231.073219299,0.00%,0.00%,4.75%,0.00%,0.00%,4.39%,0.00%,0.00%,5.67%,0.00%,2.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.45%,4.04%,0.00%,0.66%,0.00%,10.63%,1.38%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,1.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.93%,6.68%,1.08%,0.00%,20.00%,1.05%,0.00%,0.00%,0.00%,0.00%,0.00%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,7.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.85%,0.00%,0.00%,4.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.77%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-18,6485424.768136978,0.00%,0.00%,3.48%,0.00%,0.00%,4.85%,0.00%,0.00%,5.45%,0.00%,3.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.27%,4.08%,0.00%,1.53%,0.00%,10.56%,0.75%,0.00%,0.84%,0.00%,0.00%,0.00%,0.00%,0.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.47%,5.93%,0.89%,0.00%,20.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.94%,5.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.58%,0.00%,0.00%,4.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.53%,0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-19,6483077.791534424,0.00%,0.00%,3.11%,0.00%,0.00%,5.91%,0.00%,0.00%,5.45%,0.00%,4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.40%,3.29%,0.00%,1.74%,0.00%,10.94%,0.78%,0.00%,1.16%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,5.37%,5.58%,0.27%,0.00%,20.00%,0.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,5.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,3.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.51%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-20,6508560.603054047,0.00%,0.00%,3.63%,0.00%,0.00%,5.28%,0.00%,0.00%,5.22%,0.00%,4.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.92%,3.00%,0.00%,1.70%,0.00%,10.40%,0.91%,0.00%,1.72%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.72%,5.59%,0.35%,0.00%,20.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,1.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.02%,5.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.80%,0.00%,0.00%,3.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-21,6505600.261756897,0.00%,0.00%,4.08%,0.00%,0.00%,5.49%,0.00%,0.00%,4.09%,0.00%,6.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.63%,2.29%,0.00%,1.67%,0.00%,9.97%,1.87%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,1.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.06%,5.94%,1.39%,0.00%,20.00%,1.65%,0.00%,0.00%,0.00%,0.00%,0.00%,1.56%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.05%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.69%,0.00%,0.00%,3.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,1.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-22,6484245.935189247,0.00%,0.00%,3.84%,0.00%,0.00%,5.00%,0.84%,0.00%,3.56%,0.00%,4.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.69%,2.27%,0.00%,2.25%,0.00%,10.15%,1.94%,0.00%,1.34%,0.00%,0.00%,0.00%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.32%,0.00%,4.18%,5.78%,0.68%,0.00%,20.00%,2.49%,0.00%,0.00%,0.00%,0.00%,0.00%,1.76%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.90%,5.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.32%,0.00%,0.00%,3.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-25,6513105.132200241,0.00%,0.00%,4.92%,0.00%,0.00%,4.52%,0.43%,0.00%,2.97%,0.00%,3.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.22%,2.52%,0.00%,1.57%,0.00%,9.39%,2.84%,0.00%,1.06%,0.00%,0.00%,0.00%,0.00%,1.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,4.07%,7.78%,0.43%,0.00%,20.00%,2.24%,0.00%,0.00%,0.00%,0.00%,0.00%,2.17%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.37%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.98%,0.00%,0.00%,4.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-26,6520307.747533798,0.00%,0.00%,4.76%,0.00%,0.00%,4.71%,0.00%,0.00%,3.12%,0.00%,3.44%,0.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.06%,2.40%,0.00%,1.67%,0.00%,9.12%,2.53%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,1.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,4.10%,7.77%,0.49%,0.00%,20.00%,2.43%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.18%,4.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.46%,0.00%,0.00%,4.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-27,6572258.563659668,0.00%,0.00%,4.98%,0.00%,0.00%,4.63%,0.00%,0.00%,2.82%,0.00%,3.31%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.10%,2.38%,0.00%,1.56%,0.00%,8.63%,2.75%,0.00%,0.92%,0.00%,0.00%,0.00%,0.00%,1.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,3.87%,7.80%,0.62%,0.00%,20.00%,2.85%,0.00%,0.00%,0.00%,0.00%,0.00%,2.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.24%,5.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,0.00%,4.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-03-28,6568408.674028397,0.00%,0.00%,4.38%,0.00%,0.00%,5.69%,0.00%,0.00%,2.50%,0.00%,3.74%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.13%,2.23%,0.00%,2.25%,0.00%,8.71%,2.50%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%,0.00%,0.00%,4.18%,6.83%,0.26%,0.00%,20.00%,3.33%,0.00%,0.00%,0.00%,0.00%,0.00%,1.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.41%,5.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-01,6522894.77702713,0.00%,0.00%,3.82%,0.00%,0.00%,6.88%,0.00%,0.00%,2.82%,0.00%,3.54%,0.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.29%,1.79%,0.00%,2.97%,0.00%,10.32%,2.59%,0.00%,2.24%,0.00%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.97%,0.00%,0.00%,0.00%,4.21%,6.65%,0.53%,0.00%,20.00%,2.03%,0.00%,0.00%,0.00%,0.00%,0.00%,1.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.16%,4.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.62%,0.00%,0.00%,3.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.67%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-02,6478440.295944214,0.00%,0.00%,3.52%,0.00%,0.00%,7.38%,0.00%,0.00%,0.77%,0.00%,4.16%,1.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,1.41%,0.00%,3.96%,0.00%,10.73%,2.31%,0.00%,2.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,3.97%,5.66%,0.00%,0.00%,20.00%,2.97%,0.00%,0.00%,0.00%,0.00%,0.00%,2.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.24%,5.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.00%,0.00%,4.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-03,6475466.651542664,0.00%,0.00%,3.62%,0.00%,0.00%,6.36%,0.00%,0.00%,0.41%,0.00%,3.28%,1.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.90%,1.58%,0.00%,3.40%,0.00%,11.37%,2.15%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.61%,0.00%,3.81%,5.52%,0.00%,0.00%,20.00%,4.01%,0.00%,0.00%,0.00%,0.00%,0.00%,2.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.76%,7.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,4.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-04,6358217.600364685,0.00%,0.00%,4.21%,0.00%,0.00%,6.84%,0.00%,0.00%,0.00%,0.00%,3.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.78%,0.02%,0.00%,2.78%,0.00%,11.97%,1.75%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.15%,0.00%,3.39%,6.15%,0.00%,0.00%,18.17%,4.20%,0.00%,0.00%,0.00%,0.00%,0.00%,2.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.37%,9.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.92%,0.00%,0.00%,0.00%,0.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-05,6406998.279596329,0.00%,0.00%,3.32%,0.00%,0.00%,7.43%,0.00%,0.00%,0.73%,0.00%,3.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.68%,0.00%,0.00%,4.32%,0.00%,12.50%,1.32%,0.00%,2.07%,0.00%,0.00%,0.00%,0.00%,0.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.21%,0.00%,3.61%,4.58%,0.00%,0.00%,16.35%,4.26%,0.00%,0.00%,0.00%,0.00%,0.00%,2.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.00%,9.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.65%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-08,6394778.625450134,0.00%,0.00%,4.44%,0.00%,0.00%,5.62%,0.00%,0.00%,0.00%,0.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.71%,0.00%,0.00%,2.18%,0.00%,11.31%,0.60%,0.00%,1.29%,0.00%,0.00%,0.00%,0.00%,0.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.17%,0.00%,2.71%,5.40%,0.00%,0.00%,17.98%,5.55%,0.00%,0.00%,0.00%,0.00%,0.00%,3.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.65%,11.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.74%,0.00%,0.00%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.99%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2024-04-09,6352771.243684769,0.00%,0.00%,3.83%,0.00%,0.00%,6.36%,0.00%,0.00%,0.00%,0.00%,2.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.71%,0.00%,0.00%,2.89%,0.00%,11.69%,0.00%,0.00%,1.60%,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.91%,0.00%,3.06%,4.49%,0.00%,0.00%,16.87%,6.46%,0.00%,0.00%,0.00%,0.00%,0.00%,2.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.89%,11.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.95%,0.00%,0.00%,0.00%,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
